,item0 - SUPPR_NoItem,item0 - JGB_NoItem,item0 - JGB_ControlWard,item1 - JGB_ControlWard,level - JGR_0to3,wardsPlaced - JGB
7183,False,True,False,False,False,False
7184,False,True,False,False,False,True
7185,False,True,False,False,False,True
7186,False,True,False,False,False,False
7187,False,False,True,False,False,False
7188,False,True,False,False,False,False
7189,False,True,False,False,False,False
7190,False,False,False,False,True,True
7191,False,True,False,False,False,True
7192,False,False,True,False,False,False
7193,False,False,True,False,False,False
7194,False,True,False,False,False,True
7195,False,True,False,False,False,False
7196,True,True,False,False,True,True
7197,False,False,False,False,True,True
7198,False,False,False,False,True,True
7199,False,False,False,False,True,False
7200,False,False,False,False,False,False
7201,False,False,False,False,True,False
7202,False,False,False,True,False,False
7203,False,False,False,False,False,True
7204,False,False,False,True,False,False
7205,False,False,False,True,False,False
7206,False,False,False,False,False,True
7207,False,False,False,True,False,True
7208,False,False,False,True,False,True
7209,False,False,False,True,False,False
7210,False,False,False,True,False,False
7211,False,False,False,False,False,False
7212,False,False,True,False,False,False
7213,False,False,False,False,False,False
7214,False,False,False,False,False,True
7215,False,False,False,True,False,False
7216,False,False,False,True,False,False
7217,False,False,False,False,False,True
7218,False,False,False,False,False,False
7219,False,False,False,False,False,False
7220,False,False,False,True,False,True
7221,False,False,False,False,False,True
7222,False,False,False,False,False,False
7223,False,False,False,False,True,False
7224,False,False,False,False,False,False
7225,False,False,False,False,False,True
7226,False,False,False,True,False,False
7227,False,False,False,True,False,False
7228,False,False,False,True,False,True
7229,False,False,False,True,False,False
7230,False,False,False,False,False,False
7231,False,False,False,False,False,True
7232,False,False,False,False,False,False
7233,False,False,False,False,False,False
7234,False,False,False,False,False,True
7235,False,False,False,False,False,False
7236,False,False,False,False,False,False
7237,True,True,False,False,True,False
7238,False,False,False,False,True,False
7239,False,False,False,False,True,False
7240,False,False,False,False,True,False
7241,False,False,False,False,True,True
7242,False,False,False,False,False,False
7243,False,False,False,False,False,True
7244,False,False,False,False,False,False
7245,False,False,False,False,False,True
7246,False,False,False,False,False,False
7247,False,True,False,False,False,False
7248,False,True,False,False,False,False
7249,False,True,False,False,False,False
7250,False,False,True,False,False,False
7251,False,False,True,False,False,True
7252,False,True,False,False,False,False
7253,False,False,True,False,False,True
7254,False,False,True,False,False,False
7255,False,False,True,False,False,True
7256,False,False,True,False,False,False
7257,False,False,False,True,False,False
7258,False,True,False,False,False,True
7259,False,False,True,False,False,False
7260,False,True,False,False,False,True
7261,False,True,False,False,False,True
7262,False,True,False,False,False,True
7263,False,False,True,False,False,True
7264,False,False,True,False,False,False
7265,False,False,True,False,False,True
7266,False,True,False,False,False,True
7267,False,True,False,False,False,True
7268,False,False,False,False,False,False
7269,False,True,False,False,False,True
7270,False,True,False,False,False,False
7271,False,True,False,False,False,False
7272,False,True,False,False,False,True
7273,False,True,False,False,False,False
7274,False,False,True,False,False,False
7275,False,True,False,False,False,False
7276,False,True,False,False,False,False
7277,False,False,True,False,False,False
7278,False,True,False,False,False,False
7279,False,False,False,False,False,True
7280,False,True,False,False,False,False
7281,False,False,True,False,False,False
7282,False,False,True,False,False,True
7283,False,True,False,False,False,False
7284,False,True,False,False,False,False
7285,True,True,False,False,True,False
7286,False,False,False,False,True,False
7287,False,False,False,False,True,True
7288,False,False,False,False,True,False
7289,False,False,False,True,False,False
7290,False,False,False,True,False,False
7291,False,False,False,True,False,True
7292,False,False,False,False,False,False
7293,False,False,False,False,False,False
7294,False,False,False,False,False,False
7295,False,False,False,True,False,False
7296,False,True,False,False,False,True
7297,False,True,False,False,False,True
7298,False,False,True,False,False,False
7299,False,True,False,False,False,True
7300,False,True,False,False,False,False
7301,False,False,False,True,False,False
7302,False,False,True,False,False,False
7303,False,False,True,False,False,False
7304,False,False,True,False,False,False
7305,False,False,True,False,False,True
7306,False,False,True,False,False,False
7307,False,True,False,False,False,False
7308,False,True,False,False,False,False
7309,False,False,True,False,False,False
7310,False,True,False,False,False,False
7311,False,False,True,False,False,False
7312,False,False,False,False,False,False
7313,False,False,True,False,False,False
7314,False,True,False,False,False,True
7315,False,False,True,False,False,False
7316,False,True,False,False,False,False
7317,False,True,False,False,False,False
7318,False,False,True,False,False,True
7319,False,True,False,False,False,False
7320,False,False,True,False,False,False
7321,False,True,False,False,False,True
7322,False,True,False,False,False,False
7323,False,False,False,True,False,True
7324,True,True,False,False,True,False
7325,False,False,False,False,True,True
7326,False,False,False,False,True,True
7327,False,False,False,False,True,False
7328,False,False,False,False,False,False
7329,False,False,False,True,False,True
7330,False,False,False,False,False,True
7331,False,False,False,False,False,False
7332,False,False,False,True,False,False
7333,False,False,False,False,False,True
7334,False,False,False,True,True,True
7335,False,False,False,True,False,False
7336,False,False,False,False,False,False
7337,False,True,False,False,False,False
7338,False,True,False,False,False,False
7339,False,True,False,False,False,True
7340,False,True,False,False,False,False
7341,False,False,True,False,False,True
7342,False,True,False,False,False,False
7343,False,False,True,False,False,True
7344,False,False,True,False,False,False
7345,False,False,True,False,False,False
7346,False,False,False,True,False,False
7347,False,True,False,False,False,True
7348,False,False,True,False,False,False
7349,False,False,True,False,False,False
7350,False,False,True,False,False,True
7351,False,True,False,False,False,False
7352,False,True,False,False,False,False
7353,False,False,True,False,False,True
7354,False,True,False,False,False,True
7355,True,True,False,False,True,False
7356,False,False,False,False,True,True
7357,False,False,False,True,False,False
7358,False,False,False,False,True,False
7359,False,False,False,False,True,False
7360,False,False,False,True,True,True
7361,False,False,False,False,False,False
7362,False,False,False,False,False,True
7363,False,False,False,False,False,False
7364,False,False,False,False,False,True
7365,False,False,False,False,False,True
7366,False,False,True,False,False,True
7367,False,False,True,False,False,False
7368,False,False,False,False,False,False
7369,False,True,False,False,False,True
7370,False,True,False,False,False,False
7371,False,False,True,False,False,False
7372,False,True,False,False,False,True
7373,False,True,False,False,False,False
7374,False,False,True,False,False,False
7375,False,False,True,False,False,False
7376,False,False,True,False,False,False
7377,False,True,False,False,False,True
7378,False,True,False,False,False,False
7379,False,False,False,True,False,False
7380,False,True,False,False,False,True
7381,False,True,False,False,False,False
7382,False,True,False,False,False,True
7383,False,True,False,False,False,False
7384,False,True,False,False,False,True
